[1, 0, 0, 255, 12, 244, 213, 75, 1, 1, 0, 4, 8, 4, 203, 223, 234, 10, 48, 0]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 66, 220, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 72, 220, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 254, 204, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 237, 217, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 32, 212, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 16, 16, 106, 101, 96]
[129, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 4, 204, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 3, 216, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 28, 221, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 84, 203, 106, 101, 96]
[129, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 10, 219, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 15, 220, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 84, 221, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 0, 0, 7, 4, 182, 15, 122, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 242, 14, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 73, 214, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 26, 4, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 89, 220, 106, 101, 96]
[1, 0, 0, 255, 15, 241, 213, 75, 1, 1, 0, 68, 0, 7, 4, 45, 205, 106, 101, 96]
